"No","Ch1","Ch2","Ch3","Ch4"
21566,0.190273069325232,0.097520203860173,0.350247503326057,0.361959223488539
21567,0.0270018491987165,0.456767250489664,0.252938509060317,0.263292391251303
21568,0.311022319341314,0.409387737301911,0.0804745126020227,0.199115430754752
21569,0.502503078832448,0.0769779816440251,0.17484376121042,0.245675178313108
21570,0.144712379960785,0.251760401650062,0.450012191246968,0.153515027142185
21571,0.0512718331038116,0.711849824718523,0.115193300576817,0.121685041600849
21572,0.184709297866127,0.0258768863482199,0.498051839276158,0.291361976509495
21573,0.105548114300814,0.108932968276172,0.136394783640145,0.649124133782869
21574,0.163260700118447,0.236131510883077,0.372419920758594,0.228187868239883
21575,0.0410558755842267,0.0627724923887626,0.597178566231626,0.298993065795385
21576,0.187918195163701,0.165940437593095,0.255515462675163,0.39062590456804
21577,0.129761653278606,0.0518895638415597,0.668181401302793,0.150167381577041
21578,0.391370955003224,0.202893221313473,0.116065827474966,0.289669996208336
21579,0.0666337807248744,0.136227119378668,0.13046632838029,0.666672771516168
21580,0.0481620173839777,0.426859772569842,0.203776281598394,0.321201928447786
21581,0.332988681434492,0.051906944966457,0.201269338443129,0.413835035155922
21582,0.114118361524395,0.123437307894764,0.301702199545653,0.460742131035188
21583,0.126535066517193,0.142566582807378,0.295711765887061,0.435186584788368
21584,0.183962435009155,0.157933463686658,0.0454382264426317,0.612665874861555
21585,0.379718955560149,0.244599886229114,0.142107730736811,0.233573427473927
21586,0.252489456538094,0.319094589147121,0.252751889760566,0.175664064554218
21587,0.0326695002113069,0.5498131375615,0.188005551366916,0.229511810860277
21588,0.0747149768376064,0.0804512938080368,0.550061373228915,0.294772356125442
21589,0.157852561890778,0.100355181421992,0.552189213150653,0.189603043536576
21590,0.0456791514488877,0.154289313813022,0.517386153370273,0.282645381367818
21591,0.042325047556611,0.278122898830701,0.400437835182864,0.279114218429824
21592,0.101373074080988,0.241656998492362,0.109899154335669,0.547070773090981
21593,0.663798667260546,0.125340037608158,0.111488763995143,0.0993725311361533
21594,0.194361537781379,0.265872127092766,0.193876447700511,0.345889887425344
21595,0.308824258420541,0.169695918283508,0.099377692847297,0.422102130448654
21596,0.148743752575001,0.534030750937907,0.158107415734652,0.159118080752439
21597,0.365966052350815,0.212738898394497,0.0651299730121033,0.356165076242584
21598,0.125626359460577,0.313597431993199,0.35108624974459,0.209689958801634
21599,0.254126279321683,0.427002159679798,0.232521098714128,0.0863504622843904
21600,0.0958270460506112,0.171212686037098,0.11311515141273,0.61984511649956
21601,0.0842713778854125,0.195401572710776,0.321050541531252,0.39927650787256
21602,0.0264742774011122,0.423185873379618,0.385683250040673,0.164656599178597
21603,0.53066768784177,0.046355923825083,0.154084386054565,0.268892002278582
21604,0.0457237164716856,0.283722258266484,0.282580006554938,0.387974018706892
21605,0.280847817681289,0.0648133073916687,0.42640730737273,0.227931567554312
21606,0.29840156277927,0.0588484018223426,0.30284217168718,0.339907863711208
21607,0.358967670526478,0.0937181224876095,0.117295747436457,0.430018459549456
21608,0.268614502256179,0.388147821002736,0.0545253893967585,0.288712287344327
21609,0.097491255886353,0.0709127793976793,0.372411775797367,0.459184188918601
21610,0.284279666542624,0.322738431231763,0.0359550052167597,0.357026897008853
21611,0.10268869110119,0.0650659622921321,0.523168226099904,0.309077120506775
21612,0.601806608037763,0.140171714173955,0.159223141707699,0.0987985360805828
21613,0.0925719231613515,0.216083566775901,0.297825935808475,0.393518574254272
21614,0.121030074537063,0.360192421637321,0.283785338165275,0.234992165660341
21615,0.206699860290728,0.332873018349395,0.0596894225187143,0.400737698841163
21616,0.335970448537495,0.0274971134387414,0.499167971599916,0.137364466423848
21617,0.308911855831807,0.29274228120059,0.242549846535921,0.155796016431682
21618,0.184247546495594,0.131813721002515,0.277081104279974,0.406857628221917
21619,0.146527036589808,0.190490025973305,0.147616431847334,0.515366505589553
21620,0.091326822447955,0.669526706789234,0.0851122543881659,0.154034216374646
21621,0.248058502567251,0.28365643339746,0.222324506837818,0.245960557197471
21622,0.157592764322388,0.17762671023899,0.227353038703429,0.437427486735193
21623,0.444739714015543,0.244525423031169,0.0721081439967366,0.238626718956552
21624,0.520849357527103,0.0678730568435359,0.0521513069804517,0.359126278648909
21625,0.0599274165758576,0.061646581138546,0.48670114085466,0.391724861430936
21626,0.532891477345043,0.0443470588922599,0.113615300185242,0.309146163577455
21627,0.108916879832727,0.141798272587122,0.276170520491325,0.473114327088826
21628,0.0720277897369114,0.60059272235339,0.147524985402952,0.179854502506747
21629,0.366661035043707,0.133592134815491,0.101009096480553,0.398737733660249
21630,0.188562665147349,0.121309563275504,0.0989950058997439,0.591132765677402
21631,0.0830768898948546,0.0286351875709021,0.800602280521196,0.0876856420130468
21632,0.069337324941779,0.132101654281349,0.439871955091766,0.358689065685107
21633,0.1637988663394,0.25982060579353,0.0999175085681527,0.476463019298918
21634,0.0606655742928577,0.76150693633338,0.0503099054350762,0.127517583938686
21635,0.0301433694534762,0.709309172592946,0.112577232255512,0.147970225698066
21636,0.558318039230837,0.056926391671455,0.0728210399343733,0.311934529163334
21637,0.491561626424854,0.209860599307799,0.0409042889018367,0.25767348536551
21638,0.0595340357695429,0.168682433566357,0.541495517655257,0.230288013008843
21639,0.261507177832477,0.416321791176742,0.106870732875369,0.215300298115412
21640,0.662251297861001,0.166750388563124,0.0306091630616576,0.140389150514217
21641,0.208973681342733,0.190130573157607,0.386254637356227,0.214641108143433
21642,0.378706124116038,0.279084042087367,0.124878151812879,0.217331681983716
21643,0.056620263725891,0.264173021677351,0.362448423337314,0.316758291259444
21644,0.313679107162161,0.202795539162723,0.154858869115818,0.328666484559298
21645,0.0793550901934261,0.591848105685705,0.123007042123449,0.20578976199742
21646,0.205537260472902,0.245936177534145,0.383742164873952,0.164784397119
21647,0.182891634475184,0.17098639663974,0.435430144882099,0.210691824002978
21648,0.324278447521358,0.0982248857061643,0.346555478232116,0.230941188540361
21649,0.55013741925645,0.0769941235289324,0.259658799378266,0.113209657836352
21650,0.246173433786341,0.315481108451746,0.213414796082401,0.224930661679512
21651,0.356941385392828,0.0849962442036992,0.174249286742408,0.383813083661065
21652,0.0609022120153478,0.110965907687649,0.181763459978137,0.646368420318865
21653,0.648528022319682,0.112816915753809,0.073185553743054,0.165469508183455
21654,0.722521077720738,0.0772768978567517,0.0954632575210135,0.104738766901496
21655,0.266278488082412,0.0382297339963021,0.570848670352196,0.124643107569089
21656,0.408209538624071,0.131235912113049,0.267279080456099,0.193275468806781
21657,0.585118158951759,0.0538456153584665,0.0978207867515159,0.263215438938259
21658,0.316284308664118,0.10993322682546,0.329286764191426,0.244495700318995
21659,0.589768388945468,0.0849868002316535,0.0695534355924876,0.255691375230391
21660,0.126856312734296,0.101678105754771,0.312304658116647,0.459160923394286
21661,0.0946806504759192,0.256179780151034,0.176342243891395,0.472797325481652
21662,0.0415991370853516,0.567131931985966,0.0883799167559075,0.302889014172775
21663,0.111708612160002,0.110401783281633,0.549138686491363,0.228750918067001
21664,0.0543954273772297,0.392220378196574,0.201383072813826,0.35200112161237
21665,0.32303127902047,0.223580398612554,0.174338902380942,0.279049419986034
21666,0.0766633289424519,0.303959076456787,0.309435837104833,0.309941757495928
21667,0.0417874406729804,0.417528973848438,0.32106430362143,0.219619281857152
21668,0.264130492759706,0.228215836373554,0.244598947241546,0.263054723625194
21669,0.334050588333866,0.181963140880216,0.0866194395867169,0.397366831199201
