"Ch1","Ch2","Ch3","Ch4","No"
0.277618926389704,0.388684273777627,0.232653219820252,0.101043580012417,1
0.315550118081826,0.187398951361233,0.0446834449069323,0.452367485650009,2
0.252012254626112,0.127157768046472,0.274191293619174,0.346638683708242,3
0.351447070495011,0.149420298911143,0.0985527405625244,0.400579890031321,4
0.338327921250318,0.205354955496521,0.305770847182943,0.150546276070218,5
0.73118895911743,0.0945243969244306,0.0326664680402709,0.141620175917868,6
0.19908902127656,0.573436646126257,0.0261589946804561,0.201315337916727,7
0.496017404226879,0.0416894396097003,0.0897117238237478,0.372581432339673,8
0.0774053815103791,0.386277298536995,0.141616996418179,0.394700323534447,9
0.216310894032216,0.362191501895778,0.0514489742799057,0.3700486297921,10
0.18385461695654,0.308289456353358,0.170512922002558,0.337343004687544,11
0.0622555733727789,0.129727015942184,0.642074731097788,0.165942679587249,12
0.102451661158906,0.13399889337064,0.404274027909344,0.35927541756111,13
0.169915464968985,0.254384585379038,0.100069579866086,0.47563036978589,14
0.166741810298793,0.541968754324917,0.0812830471391691,0.210006388237122,15
0.222774628331628,0.233039450051087,0.119015561372407,0.425170360244877,16
0.117584018591116,0.249579631365573,0.132918121177312,0.499918228865999,17
0.19282368503604,0.43555833568592,0.0748252671700078,0.296792712108032,18
0.0728718112699817,0.37352372213588,0.315495747312014,0.238108719282124,19
0.47885639401916,0.360836938311673,0.0392983694570395,0.121008298212128,20
0.557506109144701,0.119300005644083,0.0845775748515809,0.238616310359635,21
0.100369399863313,0.318368360899233,0.263345273939825,0.317916965297629,22
0.16881032319289,0.548532576544071,0.151353017364867,0.131304082898171,23
0.0674138427945777,0.325946182583219,0.190596173018844,0.416043801603359,24
0.187769247939956,0.0856361287491418,0.445360278640134,0.281234344670768,25
0.126266263987577,0.147747311893086,0.492713781740512,0.233272642378825,26
0.400366829160317,0.142241222364708,0.28731676218433,0.170075186290645,27
0.17923941177061,0.192367197335359,0.351825110624421,0.276568280269611,28
0.0669059167888125,0.357295653195268,0.229570309353303,0.346228120662617,29
0.432750677163137,0.138259712714878,0.0689709778051332,0.360018632316852,30
0.0947909100614771,0.206648973225747,0.413588340257091,0.284971776455685,31
0.131163062096226,0.213062900830066,0.0878420698656227,0.567931967208086,32
0.372788484996053,0.110930355334184,0.173830865238192,0.342450294431571,33
0.285138308114743,0.0669898789309297,0.168545537055727,0.4793262758986,34
0.393417762369306,0.209708740566001,0.0757933549323258,0.321080142132366,35
0.339173117725956,0.0872510267481038,0.174535826217513,0.399040029308427,36
0.312117816626193,0.039841345281279,0.19838250171382,0.449658336378707,37
0.0991517849373206,0.544152819507093,0.0573972036061108,0.299298191949476,38
0.109591770972265,0.232454180833589,0.339917000379556,0.31803704781459,39
0.393569413773284,0.0965249968403798,0.0625852158122318,0.447320373574104,40
0.120105706889942,0.118725937293719,0.264392639074182,0.496775716742158,41
0.560143772804491,0.048093450044049,0.16441458937188,0.22734818777958,42
0.434691870269874,0.12454804092957,0.047361937414474,0.393398151386082,43
0.0634267989458354,0.151591594423081,0.476361135561254,0.308620471069829,44
0.0701684791472891,0.164995280198747,0.384027492911291,0.380808747742673,45
0.100140037447168,0.372044719524143,0.184937335431534,0.342877907597154,46
0.389754678701842,0.193578557914333,0.115489478745065,0.301177284638759,47
0.0374632147528729,0.545593486591059,0.0477072813460027,0.369236017310066,48
0.0323458981437139,0.521003677634624,0.344498272861633,0.102152151360029,49
0.0514703432749261,0.660605199299661,0.0520710546279158,0.235853402797497,50
0.399454084166969,0.0552742566819529,0.424071931507738,0.121199727643341,51
0.0122760848810888,0.856064845115524,0.0246925499575744,0.106966520045813,52
0.301436234093673,0.0813673394232319,0.272690923500915,0.344505502982181,53
0.764138572581149,0.0653657418691149,0.0563462509835657,0.11414943456617,54
0.0449628518024795,0.255489675850255,0.32696358977417,0.372583882573096,55
0.130631985357477,0.1918039607404,0.172531028098321,0.505033025803802,56
0.0716611646860549,0.308372634934578,0.17209398336046,0.447872217018907,57
0.0612878968531655,0.0889136408102479,0.311109572687299,0.538688889649287,58
0.232957723755714,0.499389998238297,0.0893368609625784,0.178315417043411,59
0.111576363937259,0.157557348656717,0.191583337762657,0.539282949643368,60
0.225972797407808,0.248203925604819,0.238878027907368,0.286945249080005,61
0.179398241124699,0.150198519431094,0.473511654949344,0.196891584494864,62
0.156565832013963,0.191735021799343,0.0963033390482363,0.555395807138458,63
0.144419609785999,0.227329988122263,0.248600452370037,0.379649949721702,64
0.152852046218594,0.0673860690353078,0.561633186869924,0.218128697876175,65
0.0686761062309025,0.235623555167941,0.247169213734447,0.44853112486671,66
0.725493680825636,0.0516250894271248,0.0292296575526812,0.193651572194558,67
0.452374255000676,0.185809815597461,0.184706176660361,0.177109752741502,68
0.0147753511344706,0.576784226592183,0.285784334574267,0.122656087699079,69
0.0922026181192495,0.187119927875123,0.330381399589538,0.39029605441609,70
0.229044669703892,0.383763081713615,0.165745684003042,0.22144656457945,71
0.0271986917899228,0.471121755456194,0.3127549107475,0.188924642006383,72
0.0552743522808893,0.296048787790185,0.306668257392599,0.342008602536327,73
0.251883269943277,0.287844792418054,0.0546029309255913,0.405669006713078,74
0.0392217153841994,0.0942143641179509,0.600132816178038,0.266431104319812,75
0.232713188160595,0.0741803278357346,0.520272282658732,0.172834201344938,76
0.0479511069586836,0.0501875423896765,0.283817947129226,0.618043403522414,77
0.181128319355814,0.064960229749354,0.561403783879842,0.19250766701499,78
0.102375774419435,0.0826308084371546,0.352168811031025,0.462824606112385,79
0.269350733401888,0.11208647741558,0.0523752880316542,0.566187501150879,80
0.225229456783544,0.427700065574145,0.0596387950407727,0.287431682601538,81
0.0401067343218795,0.530095660661175,0.256770844590634,0.173026760426311,82
0.183611485020437,0.0188643858976317,0.588816181762801,0.20870794731913,83
0.0471020561667675,0.660613432980599,0.122674951294307,0.169609559558327,84
0.192129184767196,0.12363611605111,0.491997240760177,0.192237458421516,85
0.215705701311909,0.0808421175107159,0.178795193783064,0.524656987394311,86
0.148870917919651,0.0539559151998357,0.416829439048631,0.380343727831882,87
0.331828117669285,0.0892142860341713,0.313661168969174,0.265296427327369,88
0.320759736769698,0.0782994210298382,0.0765348517830331,0.524405990417431,89
0.119900586553307,0.309655203624191,0.410683258525683,0.159760951296819,90
0.160104304478422,0.456384136982689,0.0603608819093972,0.323150676629492,91
0.126062821677322,0.236916907647496,0.0685178579645884,0.568502412710594,92
0.0117841078865977,0.160426250081345,0.591633089729597,0.23615655230246,93
0.652542564804833,0.162681763592237,0.0524304788504656,0.132345192752464,94
0.436127424246938,0.087422691313402,0.0908711790745561,0.385578705365104,95
0.334480112841149,0.0626165396001302,0.163475614411599,0.439427733147122,96
0.3092963015614,0.0854164979235078,0.114347489821651,0.490939710693441,97
0.134196067155439,0.0874242469065796,0.408680920215328,0.369698765722653,98
0.147376344608136,0.445708657373551,0.119974719654608,0.286940278363704,99
0.042027196365431,0.186181764858514,0.487518166792753,0.284272871983302,100
0.0676809815758875,0.277136334254723,0.17736734871899,0.477815335450399,101
0.128680700411418,0.183721963334583,0.24604211587474,0.441555220379258,102
0.331360607413744,0.0792888643594945,0.14820017454917,0.441150353677592,103
0.0497936364656228,0.353880276771263,0.373293684499848,0.223032402263266,104
0.396540577593958,0.046215502239762,0.264331324144779,0.2929125960215,105
0.146940975393839,0.658195072866255,0.0531743693940321,0.141689582345875,106
0.196439674687755,0.224319220049392,0.12014269215672,0.459098413106133,107
0.0402056561027685,0.413760552476655,0.221521097103698,0.324512694316879,108
0.38554831005017,0.107428591271526,0.145067715256368,0.361955383421936,109
0.0552821920708774,0.0204620928882607,0.793739364121746,0.130516350919116,110
0.311799636473444,0.14750566488065,0.0531407054687091,0.487553993177197,111
0.0975391567248735,0.272332317813371,0.364412505583707,0.265716019878048,112
0.438511834711242,0.0728771992139162,0.177178658358706,0.311432307716135,113
0.186011189183373,0.63184326957025,0.0251052803101668,0.15704026093621,114
0.0843356009565665,0.0998242421472851,0.282069769173943,0.533770387722206,115
0.173838901383045,0.320489541486622,0.0877518820755996,0.417919675054734,116
0.336732022349933,0.102791313721126,0.199743835116593,0.360732828812348,117
0.0479947501483265,0.394859763564382,0.216547479064735,0.340598007222556,118
0.715453484540036,0.106151785050008,0.0659065489744383,0.112488181435518,119
0.0858869039893048,0.126627877719739,0.66743921490237,0.120046003388586,120
0.189895470674488,0.224214611429911,0.105166478755634,0.480723439139968,121
0.137461972160826,0.290339713690751,0.309493542358645,0.262704771789778,122
0.173454913332095,0.5099582727727,0.0596402900362309,0.256946523858973,123
0.163633220793942,0.164194635325412,0.541816827057395,0.130355316823251,124
0.0771946351893484,0.301154279810485,0.113065987014884,0.508585097985283,125
0.184587503485909,0.228674065290071,0.189157242444411,0.397581188779609,126
0.345903175987464,0.16580123686864,0.273489680535569,0.214805906608327,127
0.195716991611214,0.441744413552368,0.0767503477253571,0.285788247111061,128
0.144483370752683,0.356385933256807,0.165246185887112,0.333884510103398,129
0.246767770533792,0.368055390342477,0.0471819412563576,0.337994897867373,130
0.167220660210833,0.164690154003994,0.313958332727169,0.354130853058004,131
0.138235101589622,0.307786737576225,0.0940340528097797,0.459944108024373,132
0.0429211200868446,0.0385633162455179,0.723132846304745,0.195382717362893,133
0.565544495504001,0.0454184668069103,0.0998674910888343,0.289169546600254,134
0.313881580424265,0.129829533866918,0.118371653942323,0.437917231766494,135
0.549856382817974,0.140822706137376,0.111811897328433,0.197509013716216,136
0.0559806132059658,0.179929196220338,0.253899470094698,0.510190720478999,137
0.697821664564474,0.0494886265602779,0.132750849494189,0.119938859381059,138
0.112251818598923,0.0992949647281066,0.602160891178324,0.186292325494646,139
0.133770924254443,0.0526339311017037,0.467713014451298,0.345882130192556,140
0.088211096147246,0.0457265942312294,0.398949924976214,0.467112384645311,141
0.0859807851594792,0.0269614099509482,0.719012413669137,0.168045391220436,142
0.305124670479042,0.110086320073174,0.296160232365946,0.288628777081838,143
0.181595392653006,0.416513416176599,0.106136747470183,0.295754443700212,144
0.250799279658485,0.130838292938655,0.210396139614583,0.407966287788277,145
0.110217338973641,0.152165433119542,0.217967871119725,0.519649356787092,146
0.235420426365015,0.370604021118117,0.06850367684714,0.325471875669728,147
0.285081785540487,0.237324141597308,0.195994012451743,0.281600060410463,148
0.0916018750353854,0.226327547244915,0.28181833646023,0.40025224125947,149
0.19425528738837,0.284250981341849,0.361718708200651,0.15977502306913,150
0.198876324758014,0.497899182193804,0.0348999325849343,0.268324560463247,151
0.116390066170101,0.168111478579866,0.340722613285627,0.374775841964406,152
0.201663704675497,0.212762116890604,0.128838481638896,0.456735696795003,153
0.15087783326566,0.184703366037256,0.364777798276356,0.299641002420729,154
0.168279332853466,0.298172916645099,0.353178842191094,0.180368908310341,155
0.0184007862424519,0.616285786123166,0.203161253570423,0.16215217406396,156
0.432957472061435,0.226876312351482,0.127469889141468,0.212696326445615,157
0.140176763227632,0.164060091278333,0.424968809752729,0.270794335741306,158
0.438442597291275,0.158449896847857,0.140078319837176,0.263029186023691,159
0.36557740076695,0.217364385055964,0.0452906064514669,0.371767607725619,160
0.128435108596208,0.757862753339895,0.0156071202246633,0.0980950178392344,161
0.0502305131021165,0.585949964864762,0.102913486184595,0.260906035848526,162
0.384812925012727,0.0526125192505724,0.166762784210574,0.395811771526126,163
0.372329572760667,0.160298118557571,0.11215783331811,0.355214475363652,164
0.0255628015904598,0.547390179253204,0.30625598526952,0.120791033886816,165
0.221776921052777,0.149359760812958,0.277998999963227,0.350864318171038,166
0.0382924195047901,0.644611958426852,0.138384999017054,0.178710623051304,167
0.10157948127404,0.337068959929236,0.235935710287516,0.325415848509208,168
0.635760202003861,0.140523639076495,0.0571457343513604,0.166570424568284,169
0.19310193849954,0.113533900109365,0.110560239670477,0.582803921720619,170
0.351701517168533,0.195756692877634,0.137921358010172,0.314620431943661,171
0.380677749186797,0.13192547354159,0.190744340419124,0.296652436852489,172
0.0547410904085191,0.678094548667946,0.0972758276639349,0.1698885332596,173
0.0780188733712844,0.209890010631633,0.488442568817883,0.223648547179199,174
0.606545005155743,0.0632686379397149,0.0896636048419495,0.240522752062592,175
0.216665469034118,0.245487237881346,0.154995439461555,0.38285185362298,176
0.198134703811236,0.103335213463621,0.11953115628391,0.578998926441234,177
0.271877023872987,0.167766392169353,0.257505333515297,0.302851250442363,178
0.119655294164977,0.1055595140037,0.161354428118302,0.613430763713021,179
0.213422883270782,0.114182546528574,0.171875578935374,0.50051899126527,180
0.0617453725040492,0.0410834208169871,0.697985279701919,0.199185926977044,181
0.027821245937661,0.0866845021097931,0.678884460672941,0.206609791279605,182
0.181373272722349,0.590537675256379,0.0645406956538291,0.163548356367444,183
0.0752263860197046,0.240817508115013,0.458953902740158,0.225002203125124,184
0.201209333385128,0.251039033653308,0.104649391447483,0.443102241514081,185
0.332851601023542,0.476212664887352,0.0222301352451376,0.168705598843969,186
0.658323624156727,0.101517886487454,0.103769907606912,0.136388581748907,187
0.192286560865802,0.306758981981278,0.287627502297779,0.213326954855141,188
0.348209832355593,0.0498163979743301,0.306705924283724,0.295267845386353,189
0.227423324345668,0.28972700819308,0.217312268658129,0.265537398803122,190
