"No","Ch1","Ch2","Ch3","Ch4"
21566,0.243770435452461,0.140587911009789,0.330849558115005,0.284792065620422
21567,0.0548550263047218,0.394297122955322,0.369540721178055,0.181307092308998
21568,0.289204627275467,0.430286914110184,0.118212342262268,0.16229610145092
21569,0.51529324054718,0.109331853687763,0.197789192199707,0.177585735917091
21570,0.138948619365692,0.196620389819145,0.583690285682678,0.0807406455278397
21571,0.10546713322401,0.688938796520233,0.133533656597137,0.0720604509115219
21572,0.183845341205597,0.122709408402443,0.494403809309006,0.199041426181793
21573,0.15518918633461,0.20242877304554,0.217550560832024,0.424831509590149
21574,0.160379678010941,0.305365532636642,0.418723791837692,0.115531004965305
21575,0.0912309587001801,0.127724349498749,0.579537630081177,0.201507106423378
21576,0.230001226067543,0.168430387973785,0.347894251346588,0.253674119710922
21577,0.290784657001495,0.110632359981537,0.508731484413147,0.0898514986038208
21578,0.424009799957275,0.22176268696785,0.180276215076447,0.173951268196106
21579,0.120488949120045,0.204807355999947,0.219038262963295,0.45566537976265
21580,0.0753659009933472,0.572344958782196,0.203822612762451,0.148466542363167
21581,0.450183182954788,0.121371909976006,0.202994376420975,0.225450530648232
21582,0.107397720217705,0.164386317133904,0.457486659288406,0.270729333162308
21583,0.137801051139832,0.190233126282692,0.256472289562225,0.415493547916412
21584,0.230107337236404,0.348895758390427,0.116176329553127,0.304820567369461
21585,0.300467193126678,0.15900681912899,0.127156168222427,0.41336977481842
21586,0.15158474445343,0.423579394817352,0.192549094557762,0.232286766171455
21587,0.0514375865459442,0.504990100860596,0.176906391978264,0.266665875911713
21588,0.0629913285374641,0.0896650850772858,0.527592778205872,0.319750815629959
21589,0.147212013602257,0.0799882858991623,0.506835997104645,0.265963673591614
21590,0.0590437203645706,0.151579707860947,0.494556218385696,0.294820427894592
21591,0.0570598468184471,0.215538159012794,0.367825478315353,0.359576523303986
21592,0.0920706316828728,0.28597217798233,0.0581264086067677,0.5638307929039
21593,0.560977756977081,0.168753206729889,0.109259516000748,0.161009520292282
21594,0.135170876979828,0.144911363720894,0.19462813436985,0.525289595127106
21595,0.289153546094894,0.127581566572189,0.0744527205824852,0.508812189102173
21596,0.170816272497177,0.578338325023651,0.100701317191124,0.150144100189209
21597,0.25591853260994,0.242669686675072,0.0946677252650261,0.406744092702866
21598,0.096235916018486,0.293357998132706,0.357239782810211,0.253166258335114
21599,0.190943419933319,0.35944738984108,0.29615318775177,0.153456032276154
21600,0.0813471972942352,0.212577372789383,0.0662187114357948,0.639856696128845
21601,0.0726842433214188,0.209522113204002,0.158013716340065,0.55977988243103
21602,0.0648513734340668,0.351085871458054,0.384596854448318,0.199465945363045
21603,0.387923002243042,0.0611483231186867,0.134455591440201,0.416473120450974
21604,0.0527139157056808,0.278698891401291,0.363130480051041,0.305456727743149
21605,0.157228782773018,0.0540198124945164,0.570887386798859,0.217864066362381
21606,0.171787157654762,0.0540981777012348,0.407012373209,0.367102265357971
21607,0.489026963710785,0.0678685307502747,0.0799241662025452,0.363180339336395
21608,0.239387020468712,0.398110002279282,0.0383936353027821,0.324109345674515
21609,0.0658459514379501,0.0717523097991943,0.524312794208527,0.338088929653168
21610,0.350547760725021,0.287382870912552,0.0511660426855087,0.310903370380402
21611,0.090754970908165,0.0623637586832047,0.476996332406998,0.36988490819931
21612,0.495414197444916,0.120897583663464,0.274655312299728,0.109032943844795
21613,0.0456351600587368,0.204509317874908,0.278324216604233,0.471531242132187
21614,0.115006156265736,0.448089689016342,0.275909692049026,0.160994470119476
21615,0.273533165454865,0.34603688120842,0.0451571606099606,0.335272818803787
21616,0.173168271780014,0.037204883992672,0.610127031803131,0.17949977517128
21617,0.206313788890839,0.311220526695251,0.237092912197113,0.245372742414474
21618,0.223002031445503,0.0889898911118507,0.23801676928997,0.449991285800934
21619,0.198595225811005,0.180868551135063,0.0580638162791729,0.562472403049469
21620,0.0830370187759399,0.725695371627808,0.0617965310811996,0.12947104871273
21621,0.198040664196014,0.288288593292236,0.16121219098568,0.352458566427231
21622,0.135243028402328,0.205567315220833,0.117982797324657,0.541206896305084
21623,0.427480816841125,0.283895224332809,0.118216492235661,0.170407444238663
21624,0.578536510467529,0.164240404963493,0.103758260607719,0.153464809060097
21625,0.159778863191605,0.126534640789032,0.478461652994156,0.235224857926369
21626,0.514457941055298,0.146707385778427,0.166554540395737,0.172280177474022
21627,0.158366233110428,0.271171540021896,0.365777462720871,0.204684749245644
21628,0.19667761027813,0.56551730632782,0.147482931613922,0.0903220996260643
21629,0.441039770841599,0.220025986433029,0.14619505405426,0.192739248275757
21630,0.274400949478149,0.220986023545265,0.167569741606712,0.337043285369873
21631,0.191284045577049,0.104644969105721,0.622137129306793,0.08193389326334
21632,0.137705445289612,0.198604241013527,0.422884434461594,0.240805879235268
21633,0.250761657953262,0.366806924343109,0.128587767481804,0.253843665122986
21634,0.157321691513062,0.657443821430206,0.111891604959965,0.0733428597450256
21635,0.08694888651371,0.650594472885132,0.195301726460457,0.0671549141407013
